StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q13,Q4,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_10_TEXT,Q8,Q9,Q7,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q11,Q15,Q15_4_TEXT,Q16,Q19
2019-10-18 18:50:00,2019-10-18 18:53:37,IP Address,122.164.79.81,100,217,True,2019-10-18 18:53:37,R_1flVFYhdmfafDXy,,,,,13.087799072265625,80.27850341796875,anonymous,EN,3,2014,11-20,"Audio (music, radio, podcasts, etc)",Information,,Conversation,Shopping,,,,,,,Somewhat agree,Somewhat agree,"A mobile phone is a wireless handheld device that allows users to make and receive calls and to send text messages, among other features. The earliest generation of mobile phones could only make and receive calls. ... A mobile phone may also be known as a cellular phone or simply a cell phone.
",Probably correct,Definitely correct,Probably correct,I don't know,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:48:03,2019-10-18 18:53:41,IP Address,157.46.7.155,100,337,True,2019-10-18 18:53:41,R_2D5M3sHOnmylpHa,,,,,13.087799072265625,80.27850341796875,anonymous,EN,4,2019,1-10,,,,Conversation,Shopping,,Weather,,Reminders,,,Strongly agree,Somewhat agree,Password security,Probably correct,Definitely correct,Definitely correct,I don't know,Probably incorrect,25 - 34,Male,,No,Bachelor's degree in college (4-year)
2019-10-18 18:51:24,2019-10-18 18:53:51,IP Address,157.50.5.235,100,146,True,2019-10-18 18:53:51,R_1KoIubCOaCSDlFl,,,,,13.087799072265625,80.27850341796875,anonymous,EN,10,2019,1-10,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,Alarm,,,,,,Strongly agree,Somewhat agree,NOT PROBLEMS FOUND OF  THE DEVICE,Probably incorrect,Probably correct,Definitely correct,Probably correct,I don't know,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:50:51,2019-10-18 18:53:54,IP Address,49.207.133.90,100,182,True,2019-10-18 18:53:54,R_2SAkKKt6o39ldrP,,,,,13.087799072265625,80.27850341796875,anonymous,EN,3,2016,1-10,,Information,,,,,,,,,,Somewhat agree,Strongly agree,lapptop,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Master's degree
2019-10-18 18:50:48,2019-10-18 18:53:57,IP Address,122.164.54.22,100,189,True,2019-10-18 18:53:57,R_vOxsjEbOaNFtdK1,,,,,9.96710205078125,76.2904052734375,anonymous,EN,6,2015,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:51:17,2019-10-18 18:54:06,IP Address,47.27.232.124,100,168,True,2019-10-18 18:54:07,R_2v22L6EPu9nJd42,,,,,40.558502197265625,-122.4138946533203125,anonymous,EN,10,2018,11-20,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,Shopping,Alarm,Weather,Time,Reminders,Other,timer,Somewhat agree,Somewhat disagree,that amazon was listening in on conversations when alexa was not in use,Probably incorrect,Probably correct,Definitely correct,I don't know,Probably incorrect,,Male,,Yes,Master's degree
2019-10-18 18:51:43,2019-10-18 18:54:17,IP Address,45.35.132.7,100,154,True,2019-10-18 18:54:17,R_qylweWe9MPLWRKF,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,6,2017,1-10,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,,,,,,,Somewhat agree,Strongly agree,nothing,Probably incorrect,Definitely incorrect,I don't know,Probably incorrect,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:48:46,2019-10-18 18:54:17,IP Address,157.50.202.221,100,330,True,2019-10-18 18:54:17,R_1otYTTYnG3FbDaS,,,,,13.087799072265625,80.27850341796875,anonymous,EN,12,2014,1-10,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,,,,,,Somewhat agree,Neither agree nor disagree,it was safety to device,Probably incorrect,I don't know,I don't know,Definitely incorrect,Probably incorrect,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:50:56,2019-10-18 18:54:43,IP Address,75.100.13.231,100,227,True,2019-10-18 18:54:43,R_qQ4VP6dJHYFtkYx,,,,,44.7996978759765625,-89.68450164794921875,anonymous,EN,7,2018,1-10,,Information,Controlling other devices,,,,Weather,Time,,,,Somewhat agree,Somewhat agree,How much information the device records and how accessible it is to others.,Definitely incorrect,Definitely correct,Probably correct,Probably correct,Definitely incorrect,25 - 34,Male,,Yes,High school graduate (high school diploma or equivalent including GED)
2019-10-18 18:53:34,2019-10-18 18:54:45,IP Address,157.46.116.2,100,71,True,2019-10-18 18:54:45,R_1d4SPAOE0xJGQwS,,,,,13.087799072265625,80.27850341796875,anonymous,EN,9,2019,1-10,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,Weather,Time,,,,Somewhat agree,Strongly agree,"no privacy and security ",Probably incorrect,Definitely correct,I don't know,Probably correct,I don't know,35 - 44,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:50:54,2019-10-18 18:54:47,IP Address,32.208.190.88,100,232,True,2019-10-18 18:54:47,R_2RX6RAMDCyOZY1G,,,,,41.5041046142578125,-72.9167022705078125,anonymous,EN,12,2017,1-10,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,,Weather,Time,,,,Strongly agree,Somewhat agree,My concerns are primarily with how Amazon uses my recorded voices. I know they state it is for quality control purposes / device improvement but I do wonder exactly how the teams are using the information contained within. I am always sure that I do not use the device when there is a possibility that it might overhear sensitive information (e.g. during a phone call).,Definitely correct,Definitely correct,Definitely correct,Definitely correct,Definitely incorrect,35 - 44,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:54:27,2019-10-18 18:55:11,IP Address,122.164.111.68,100,43,True,2019-10-18 18:55:11,R_paB0gLJpgg4opFf,,,,,9.9398956298828125,76.26019287109375,anonymous,EN,6,2016,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:51:45,2019-10-18 18:55:20,IP Address,24.255.48.212,100,215,True,2019-10-18 18:55:21,R_pMe4fceH0CHbw7n,,,,,33.3874969482421875,-111.85070037841796875,anonymous,EN,11,2018,1-10,,,Controlling other devices,,,,,,,Other,timer,Strongly agree,Somewhat agree,"It listens to conversations all the time, possibly recording it and transmitting to strangers.",Definitely correct,Probably correct,Definitely correct,Probably correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:52:52,2019-10-18 18:55:30,IP Address,106.51.96.127,100,157,True,2019-10-18 18:55:30,R_1exxLFKRm0GVBDU,,,,,13.087799072265625,80.27850341796875,anonymous,EN,5,2018,1-10,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,,Time,Reminders,,,Somewhat agree,Somewhat agree,it has some password to access the some devices and some informations.,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Male,,Yes,Master's degree
2019-10-18 18:48:28,2019-10-18 18:55:42,IP Address,117.217.167.231,100,433,True,2019-10-18 18:55:43,R_25vGPbqI2VuJXs6,,,,,9.9644927978515625,78.06671142578125,anonymous,EN,7,2018,1-10,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,,,,,,Strongly agree,Somewhat agree,it gathers information about the third-party smart home devices you connect to your Amazon smart speaker,I don't know,Probably incorrect,I don't know,Probably incorrect,Probably incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:50:13,2019-10-18 18:56:14,IP Address,171.49.202.131,100,361,True,2019-10-18 18:56:15,R_1dtUcbMLZkn4c9v,,,,,13.087799072265625,80.27850341796875,anonymous,EN,6,2018,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Strongly agree,"i was used hear the song along so i felt happy thats you i told its privacy device ",Probably incorrect,I don't know,Probably correct,I don't know,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:55:56,2019-10-18 18:56:33,IP Address,122.174.176.32,100,37,True,2019-10-18 18:56:34,R_bguuYRSNwBm8Zmp,,,,,9.9398956298828125,76.26019287109375,anonymous,EN,5,2015,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:55:51,2019-10-18 18:57:23,IP Address,122.164.202.69,100,91,True,2019-10-18 18:57:23,R_spUxckuHBA5GtvH,,,,,13.087799072265625,80.27850341796875,anonymous,EN,7,2018,21+,"Audio (music, radio, podcasts, etc)",Information,,,Shopping,Alarm,,,Reminders,,,Strongly agree,Strongly agree,"Amazon's Echo devices are neat, but having a network-connected. Here's what we need to consider about Alexa's effect on our privacy.",Probably correct,I don't know,Probably correct,I don't know,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:56:54,2019-10-18 18:57:37,IP Address,122.164.48.223,100,42,True,2019-10-18 18:57:37,R_3NyLQLaRG4Iyn3q,,,,,9.96710205078125,76.2904052734375,anonymous,EN,5,2015,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,nothing,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:56:11,2019-10-18 18:57:38,IP Address,122.174.175.155,100,87,True,2019-10-18 18:57:38,R_2s6dMilxmiKBl5Z,,,,,12.25860595703125,79.8839111328125,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,,,,Strongly agree,Strongly agree,not to hack,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,25 - 34,Male,,Yes,Doctoral degree
2019-10-18 18:55:47,2019-10-18 18:57:54,IP Address,122.174.68.70,100,127,True,2019-10-18 18:57:54,R_1FfyvIn6nt4Sx6b,,,,,9.96710205078125,76.2904052734375,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,,,,Strongly agree,Strongly agree,not to hack,Definitely correct,Probably correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Doctoral degree
2019-10-18 18:48:19,2019-10-18 18:58:15,IP Address,117.217.167.231,100,595,True,2019-10-18 18:58:15,R_1jCITyZEr2uapZC,,,,,9.9644927978515625,78.06671142578125,anonymous,EN,10,2018,1-10,"Audio (music, radio, podcasts, etc)",,,Conversation,Shopping,,,,,,,Somewhat agree,Neither agree nor disagree,"it gathers information about the third-party smart home devices you connect to your amazon smart speaker ",Probably correct,Probably correct,Probably incorrect,Probably correct,Probably incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:56:57,2019-10-18 18:58:58,IP Address,122.174.237.120,100,120,True,2019-10-18 18:58:59,R_1nNROHKrX8gdEjc,,,,,13.087799072265625,80.27850341796875,anonymous,EN,2,2014,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly agree,Strongly agree,yes,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,25 - 34,Female,,Yes,Master's degree
2019-10-18 18:47:31,2019-10-18 18:58:59,IP Address,117.199.130.96,100,687,True,2019-10-18 18:58:59,R_2ByWi5qfh64jYtt,,,,,9.91900634765625,78.1195068359375,anonymous,EN,10,2018,1-10,"Audio (music, radio, podcasts, etc)",,,Conversation,,,Weather,,,,,Strongly agree,Strongly agree,it gathers information about the third-party smart home  devices you  connect to your amazon smart  speaker,I don't know,Probably incorrect,Probably correct,Probably incorrect,Probably correct,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:55:48,2019-10-18 18:59:52,IP Address,216.21.163.69,100,244,True,2019-10-18 18:59:53,R_1DYCb2Zfh8A6btZ,,,,,40.2342071533203125,-111.64420318603515625,anonymous,EN,6,2018,11-20,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,Weather,Time,,,,Strongly agree,Somewhat agree,Yes all time i am set for sound this device good for useing.,Probably correct,Definitely correct,I don't know,Definitely correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:57:40,2019-10-18 19:00:33,IP Address,24.243.244.130,100,173,True,2019-10-18 19:00:35,R_3MiFEdoPjpVNRnJ,,,,,31.1992950439453125,-97.93039703369140625,anonymous,EN,6,2019,11-20,"Audio (music, radio, podcasts, etc)",,,,,,Weather,,,,,Strongly agree,Somewhat agree,nothing really now,I don't know,I don't know,Definitely correct,Definitely correct,I don't know,55 - 64,Female,,No,High school graduate (high school diploma or equivalent including GED)
2019-10-18 18:58:32,2019-10-18 19:01:28,IP Address,122.164.212.210,100,175,True,2019-10-18 19:01:29,R_PYhbtXPQJvpNFyp,,,,,13.087799072265625,80.27850341796875,anonymous,EN,5,2018,1-10,,,Controlling other devices,Conversation,Shopping,Alarm,Weather,,,,,Somewhat agree,Somewhat agree,very good quality,Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 18:50:22,2019-10-18 19:02:34,IP Address,117.199.137.61,100,731,True,2019-10-18 19:02:34,R_2c75n4tbwYkg51B,,,,,9.91900634765625,78.1195068359375,anonymous,EN,8,2018,1-10,,,,Conversation,Shopping,,,Time,,,,Somewhat agree,Neither agree nor disagree,it gathers information about the third-party smart home devices you connect to your amazon smart speaker,Probably correct,Definitely correct,Probably incorrect,Probably correct,Definitely correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:00:27,2019-10-18 19:02:36,IP Address,122.174.119.127,100,129,True,2019-10-18 19:02:36,R_1rJJWjVpPBotUsB,,,,,9.9398956298828125,76.26019287109375,anonymous,EN,10,2019,1-10,,Information,,,Shopping,,Weather,Time,Reminders,,,Strongly agree,Somewhat agree,good,Probably incorrect,Definitely incorrect,Probably incorrect,Definitely incorrect,Probably incorrect,25 - 34,Female,,Yes,Master's degree
2019-10-18 18:50:31,2019-10-18 19:02:39,IP Address,122.174.166.74,100,727,True,2019-10-18 19:02:39,R_22mgEZcnlZzSlUe,,,,,13.087799072265625,80.27850341796875,anonymous,EN,8,2018,1-10,,Information,,Conversation,,Alarm,,,Reminders,,,Strongly agree,Strongly agree,"'s Echo devices are neat, but having a network-connected. But enabling this, even with a family member you trust, can still be a privacy concern. This one adds convenience in exchange for less privacy/security.",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:01:58,2019-10-18 19:02:58,IP Address,122.174.160.223,100,60,True,2019-10-18 19:02:58,R_2xLXQhzF5QC2vGo,,,,,13.087799072265625,80.27850341796875,anonymous,EN,5,2014,21+,"Audio (music, radio, podcasts, etc)",,,Conversation,,,,,,,,Strongly agree,Strongly agree,not to hack,Definitely correct,Probably correct,Definitely correct,Probably correct,Definitely correct,25 - 34,Male,,Yes,Doctoral degree
2019-10-18 19:01:14,2019-10-18 19:03:13,IP Address,74.110.120.24,100,118,True,2019-10-18 19:03:13,R_1nW57LPUXBVs664,,,,,36.796905517578125,-76.1797027587890625,anonymous,EN,12,2017,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Strongly disagree,Strongly disagree,I don't have any concerns,Definitely correct,I don't know,I don't know,I don't know,I don't know,35 - 44,Female,,No,High school graduate (high school diploma or equivalent including GED)
2019-10-18 18:58:48,2019-10-18 19:04:35,IP Address,171.49.194.188,100,347,True,2019-10-18 19:04:36,R_r1m93pW7VRxyT1D,,,,,13.087799072265625,80.27850341796875,anonymous,EN,6,2019,1-10,,Information,,Conversation,Shopping,Alarm,,,,,,Somewhat disagree,Strongly disagree,I HAVE NO SECURITY CONCERN ABOUT MY DEVICE,Probably correct,I don't know,Probably correct,I don't know,Probably incorrect,25 - 34,Male,,Yes,Master's degree
2019-10-18 19:03:42,2019-10-18 19:05:16,IP Address,122.164.212.248,100,94,True,2019-10-18 19:05:16,R_1LGbnS5mZu8rVCN,,,,,13.087799072265625,80.27850341796875,anonymous,EN,4,2018,1-10,,Information,,Conversation,Shopping,Alarm,,Time,,,,Somewhat agree,Somewhat agree,i secure my mobile and home privacy product,I don't know,Probably incorrect,Probably correct,I don't know,I don't know,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:03:56,2019-10-18 19:06:03,IP Address,202.83.56.52,100,127,True,2019-10-18 19:06:04,R_3PH4ELeKCN81yrj,,,,,9.96710205078125,76.2904052734375,anonymous,EN,11,2018,1-10,"Audio (music, radio, podcasts, etc)",,,Conversation,,Alarm,,,,,,Neither agree nor disagree,Neither agree nor disagree,high level sound,I don't know,Probably incorrect,Definitely incorrect,Probably incorrect,I don't know,45 - 54,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:04:09,2019-10-18 19:06:06,IP Address,171.49.194.188,100,116,True,2019-10-18 19:06:06,R_2wdGwnHHzKWscyU,,,,,13.087799072265625,80.27850341796875,anonymous,EN,6,2019,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Neither agree nor disagree,Neither agree nor disagree,it is very safe and it is very good to use and very good to buy and suggestions for other so i love my device more,Probably correct,I don't know,Probably correct,I don't know,I don't know,25 - 34,Male,,Yes,Master's degree
2019-10-18 18:57:29,2019-10-18 19:06:46,IP Address,122.174.177.34,100,556,True,2019-10-18 19:06:46,R_1Lk5TMG2feYpkIC,,,,,9.96710205078125,76.2904052734375,anonymous,EN,8,2018,1-10,,,Controlling other devices,,Shopping,,,,,,,Somewhat agree,Somewhat agree,"Google, tech giant, the biggest and most used search engine",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Associate degree in college (2-year)
2019-10-18 19:04:58,2019-10-18 19:07:37,IP Address,100.6.109.12,100,159,True,2019-10-18 19:07:38,R_3fv1gZKZ5z7FaeP,,,,,40.3213958740234375,-80.03780364990234375,anonymous,EN,11,2018,1-10,"Audio (music, radio, podcasts, etc)",,,,,Alarm,Weather,Time,Reminders,,,Strongly agree,Strongly agree,"I know the thing is listening to everything I say. I have to turn it off when I have someone visiting me, or when I want to watch something that may be taken out of context. ",Definitely correct,Definitely correct,Probably correct,I don't know,Definitely correct,25 - 34,Male,,Yes,Some college but no degree
2019-10-18 19:07:01,2019-10-18 19:09:07,IP Address,68.170.101.16,100,125,True,2019-10-18 19:09:07,R_1qU8nGPyCfRYhS9,,,,,36.2239990234375,-83.317901611328125,anonymous,EN,1,2019,1-10,"Audio (music, radio, podcasts, etc)",Information,Controlling other devices,,,,Weather,Time,Reminders,,,Somewhat agree,Somewhat agree,I worry about someone listening in to our conversations when not in use.,I don't know,Probably correct,Definitely correct,I don't know,I don't know,35 - 44,Female,,No,Some college but no degree
2019-10-18 19:04:16,2019-10-18 19:09:24,IP Address,171.49.194.207,100,307,True,2019-10-18 19:09:24,R_3j8P5DGK1ZXrgBt,,,,,13.087799072265625,80.27850341796875,anonymous,EN,10,2019,1-10,"Audio (music, radio, podcasts, etc)",,,,,,,,,,,Somewhat agree,Somewhat agree,its only acces with my voice,Definitely correct,Probably correct,I don't know,Probably correct,I don't know,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:13:13,2019-10-18 19:14:37,IP Address,157.50.34.245,100,83,True,2019-10-18 19:14:37,R_1P8fsraRwGsc3cL,,,,,13.087799072265625,80.27850341796875,anonymous,EN,7,2019,1-10,"Audio (music, radio, podcasts, etc)",Information,,,,Alarm,Weather,Time,Reminders,,,Strongly agree,Strongly agree,Password and pin security.,Probably correct,Definitely correct,Definitely correct,I don't know,Probably incorrect,25 - 34,Male,,No,Bachelor's degree in college (4-year)
2019-10-18 19:18:42,2019-10-18 19:19:49,IP Address,122.174.176.66,100,67,True,2019-10-18 19:19:49,R_3mgXvJaqpJ9vaN9,,,,,9.9398956298828125,76.26019287109375,anonymous,EN,4,2018,1-10,,Information,Controlling other devices,Conversation,,,,,,,,Somewhat agree,Strongly agree,"Mobile security is the protection of smartphones, tablets, laptops and other portable computing devices, and the networks they connect to, from threats and vulnerabilities associated with wireless computing. Mobile security is also known as wireless security.
",Probably correct,Definitely correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:20:38,2019-10-18 19:21:43,IP Address,122.164.49.10,100,65,True,2019-10-18 19:21:44,R_2wbP8WcV0tVbfak,,,,,9.96710205078125,76.2904052734375,anonymous,EN,5,2019,1-10,,,Controlling other devices,Conversation,,Alarm,Weather,,,,,Somewhat agree,Somewhat agree,"Mobile security is the protection of smartphones, tablets, laptops and other portable computing devices, and the networks they connect to, from threats and vulnerabilities associated with wireless computing. Mobile security is also known as wireless security.
",I don't know,Probably correct,Probably correct,Definitely correct,Probably correct,18 - 24,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:19:05,2019-10-18 19:22:12,IP Address,50.239.137.78,100,186,True,2019-10-18 19:22:12,R_2CcT4VFgHvtWUsH,,,,,36.402801513671875,-97.86229705810546875,anonymous,EN,8,2018,1-10,"Audio (music, radio, podcasts, etc)",Information,,,,,,,,,,Somewhat agree,Strongly agree,Nothing,Probably correct,I don't know,Probably correct,I don't know,Probably correct,25 - 34,Male,,No,Master's degree
2019-10-18 19:20:49,2019-10-18 19:22:16,IP Address,122.164.29.183,100,86,True,2019-10-18 19:22:16,R_1MXJjvOpWjnjQVx,,,,,13.087799072265625,80.27850341796875,anonymous,EN,7,2018,1-10,"Audio (music, radio, podcasts, etc)",,,,Shopping,,,,,,,Strongly agree,Somewhat agree,"Search engines. Google, tech giant, the biggest and most used search engine collects a lot of information about its users",Probably correct,Probably incorrect,Probably correct,I don't know,Definitely incorrect,25 - 34,Male,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:22:26,2019-10-18 19:25:43,IP Address,216.21.163.69,100,197,True,2019-10-18 19:25:44,R_401aKljk7FSwyk1,,,,,40.2342071533203125,-111.64420318603515625,anonymous,EN,6,2017,1-10,"Audio (music, radio, podcasts, etc)",Information,,Conversation,,,,,,,,Strongly agree,Strongly agree,MY DEVICE SECURITY IS VERY SAFE,I don't know,Probably correct,Probably correct,Definitely correct,Probably correct,25 - 34,Female,,Yes,Bachelor's degree in college (4-year)
2019-10-18 19:26:55,2019-10-18 19:30:33,IP Address,117.217.167.231,100,218,True,2019-10-18 19:30:33,R_ebn7H7hR1NRWss9,,,,,9.91900634765625,78.1195068359375,anonymous,EN,8,2018,1-10,"Audio (music, radio, podcasts, etc)",,,Conversation,,,Weather,,,,,Strongly agree,Strongly agree,IT GATHERS INFORMATION ABOUT THE THIRD - PARTY SMART HOME  DEVICES YOU CONNECT TO YOUR AMAZON SMART SPEAKER,Probably correct,I don't know,I don't know,Probably incorrect,I don't know,18 - 24,Male,,Yes,Bachelor's degree in college (4-year)
